Date,Airport,City,Season,Temperature,Total_Flights,Domestic_Flights,International_Flights,Load_Factor (%),Weather_Good,Economic_Trend,Is_Weekend,Peak_Season,Holiday,Predicted_Footfall,Actual_Footfall
23-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,215,172,43,76.33448497,1,1.029571654,0,1,0,73580,75146
24-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,274,194,80,77.37043096,1,1.025837633,0,1,0,80722,72798
25-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,582,397,185,94.208174,1,1.178286043,0,1,0,118692,109231
26-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,416,313,103,82.83151261,1,0.969392804,0,1,0,98089,101296
27-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,380,259,121,73.11537658,1,0.891757401,1,1,0,77655,69968
28-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,535,402,133,73.51479795,1,0.936699537,1,1,0,93175,86854
29-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,201,134,67,89.5174826,1,0.953133358,0,1,0,72691,73399
30-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,231,193,38,74.36953212,1,1.094972577,0,1,0,75382,78275
31-07-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,342,243,99,89.78407298,1,0.919822528,0,1,0,89627,92350
01-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,261,178,83,71.15491208,1,1.165042011,0,1,0,78789,74444
02-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,291,202,89,72.09906409,1,1.052070034,0,1,1,82445,85943
03-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,403,324,79,75.09388715,1,0.837011422,1,1,0,80054,75847
04-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,510,337,173,70.46328084,1,1.063179794,1,1,0,90523,87361
05-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,499,385,114,94.59337584,1,1.10113899,0,1,0,108755,114116
06-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,325,267,58,78.61924417,1,1.156408673,0,1,0,86917,89518
07-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,303,198,105,86.09299516,1,0.979870791,0,1,0,84725,90642
08-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,475,376,99,86.60848417,1,0.80763968,0,1,0,105396,108718
09-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,369,295,74,88.66049575,1,1.151191353,0,1,0,92799,94066
10-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,419,278,141,84.45545953,1,1.095572182,1,1,0,82122,75448
11-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,343,271,72,82.68474413,1,0.852269052,1,1,0,74434,72464
12-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,271,209,62,72.04199412,1,0.900136107,0,1,0,80042,76283
13-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,350,259,91,73.73590646,1,0.983482046,0,1,0,89624,85035
14-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,250,209,41,73.13075064,1,0.811291504,0,1,1,77587,84926
15-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,571,481,90,94.11220563,1,0.991850039,0,1,1,117366,114856
16-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,26,372,272,100,75.51747687,1,1.19839746,0,1,0,92371,99613
17-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,498,360,138,72.59091816,1,0.91978309,1,1,0,89429,91774
18-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,533,425,108,70.78782608,1,1.053234051,1,1,1,92839,98312
19-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,397,299,98,70.927833,0,1.068939307,0,1,0,85586,85631
20-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,414,339,75,77.22875836,1,0.819944059,0,1,0,97513,99012
21-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,542,380,162,87.53408901,0,0.819805052,0,1,0,102142,101989
22-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,347,273,74,82.58051037,1,0.994116254,0,1,0,89794,84320
23-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,512,431,81,82.95913658,0,1.050733162,0,1,0,98655,103044
24-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,303,242,61,73.31176641,1,1.01849904,1,1,0,69965,66897
25-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,567,467,100,73.22256463,1,0.840466248,1,1,0,96361,87193
26-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,407,322,85,91.84195086,1,1.146638275,0,1,0,97550,100388
27-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,444,297,147,82.65349632,1,1.174465217,0,1,0,101439,94888
28-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,276,223,53,78.46528073,0,1.02167506,0,1,0,72925,79349
29-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,300,226,74,83.93602418,1,1.109267077,0,1,0,84236,91883
30-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,471,388,83,77.25904713,0,0.919397239,0,1,0,93919,101711
31-08-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,352,243,109,87.73240318,0,0.967573191,1,1,0,68027,66260
01-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,320,220,100,91.85995079,1,1.08907343,1,0,0,72592,65557
02-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,223,187,36,94.41224153,1,1.169314408,0,0,0,75624,82102
03-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,381,298,83,71.30059388,1,0.80156735,0,0,1,93198,91859
04-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,300,207,93,92.00386832,1,0.925390944,0,0,0,84720,92626
05-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,530,394,136,94.52744061,1,0.847202411,0,0,0,112471,122899
06-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,390,305,85,74.33490166,1,1.002141467,0,0,0,94460,101129
07-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,26,387,323,64,70.39629606,1,1.155498607,1,0,0,78219,75003
08-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,552,409,143,76.98348713,1,0.863815983,1,0,1,95049,92864
09-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,536,401,135,72.75355707,1,0.896425738,0,0,0,111885,119742
10-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,479,330,149,94.99623111,0,1.055469054,0,0,0,95741,92235
11-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,361,272,89,76.56674338,1,1.170666222,0,0,0,91114,85091
12-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,26,587,422,165,89.32100209,1,0.861365153,0,0,0,118999,120350
13-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,389,282,107,71.18062191,1,1.182361269,0,0,0,94150,102362
14-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,449,367,82,86.1053254,1,1.146728594,1,0,1,85205,88545
15-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,409,279,130,74.68818057,0,0.836570508,1,0,0,72570,73586
16-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,346,267,79,86.58725863,1,0.886185163,0,0,0,89915,82671
17-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,403,341,62,72.43441823,1,1.055289766,0,0,0,95906,98111
18-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,399,279,120,79.11416069,1,0.877977108,0,0,0,95826,105217
19-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,487,401,86,80.80290592,1,0.98088604,0,0,0,106488,98822
20-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,522,375,147,72.08144145,1,0.92460492,0,0,0,110164,110567
21-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,418,272,146,79.07164542,1,1.139442621,1,0,1,81753,87923
22-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,404,309,95,86.19300136,0,1.047241186,1,0,0,72638,76135
23-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,432,316,116,81.6670789,0,0.815026492,0,0,0,89946,93490
24-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,584,401,183,81.51780428,1,0.898985192,0,0,0,118171,122956
25-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,530,418,112,76.70625897,1,0.870133697,0,0,0,111402,108271
26-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,432,360,72,77.77986845,1,1.139392884,0,0,1,99706,95589
27-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,232,189,43,86.6003057,1,1.174209209,0,0,1,76236,80952
28-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,562,377,185,74.34179092,1,1.058238349,1,0,1,95917,101866
29-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,285,190,95,80.34163809,1,1.077360341,1,0,1,68517,73547
30-09-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,580,456,124,92.06102978,1,1.149344447,0,0,0,118323,128102
01-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,299,197,102,78.80577438,1,0.958421791,0,0,0,83808,83998
02-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,321,265,56,73.43258438,1,1.034699248,0,0,0,86125,86151
03-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,285,227,58,76.3035989,1,0.830213308,0,0,0,81978,86868
04-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,245,194,51,76.31004287,1,0.879282506,0,0,0,77178,79492
05-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,441,374,67,80.75857934,1,1.162661319,1,0,0,84137,87535
06-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,514,361,153,90.28664848,0,1.015248404,1,0,0,82722,87615
07-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,525,442,83,87.8489487,1,1.006852757,0,0,0,111470,120164
08-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,519,338,181,74.87101229,1,1.180201425,0,0,0,109972,106408
09-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,328,238,90,81.09253618,1,0.964532116,0,0,0,87425,85249
10-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,210,138,72,86.45998988,1,1.023846742,0,0,0,73587,67611
11-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,530,398,132,75.82254597,1,1.090865124,0,0,1,111349,113092
12-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,276,229,47,88.24426279,1,0.832007308,1,0,0,68012,61699
13-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,270,225,45,91.69916605,1,0.82453755,1,0,0,67584,67118
14-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,352,277,75,86.79940345,1,1.097441007,0,0,0,90647,91420
15-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,405,286,119,83.84924875,0,0.913287634,0,0,1,87147,83426
16-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,363,295,68,72.917228,1,0.93645973,0,0,0,91135,92790
17-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,539,390,149,93.13957523,1,1.06484473,0,0,1,113468,102813
18-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,588,404,184,89.76284019,1,0.920664897,0,0,0,119145,108120
19-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,495,374,121,84.90983999,1,1.122842808,1,0,0,89745,95535
20-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,574,472,102,89.10238966,1,0.814536299,1,0,0,97855,95118
21-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,415,279,136,80.15916013,1,1.016330826,0,0,0,97809,90513
22-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,338,274,64,83.73315913,1,1.179145377,0,0,0,88783,89177
23-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,429,298,131,85.04953382,1,0.836198524,0,0,0,99782,105170
24-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,270,186,84,80.95054491,1,0.971567584,0,0,0,80457,75884
25-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,489,352,137,90.20894556,1,1.118386036,0,0,0,107292,109929
26-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,479,388,91,76.15870618,0,0.852683814,1,0,1,78937,72390
27-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,274,225,49,77.73421405,1,0.806449859,1,0,0,67286,61252
28-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,549,388,161,82.0572831,1,0.943547476,0,0,0,114003,114717
29-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,592,432,160,91.28152918,1,0.906866105,0,0,0,119716,120688
30-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,403,272,131,70.31444531,1,1.082142548,0,0,0,95778,98410
31-10-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,364,239,125,84.37676048,1,0.806915218,0,0,0,91942,96099
01-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,331,259,72,87.71998162,1,1.155413315,0,0,0,88183,96575
02-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,324,258,66,92.05514343,1,1.099038851,1,0,1,73002,73239
03-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,435,321,114,90.92158556,1,1.19968292,1,0,0,84046,81070
04-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,261,216,45,94.37717924,1,1.152519018,0,0,0,80182,84915
05-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,303,206,97,70.37556355,1,1.035257483,0,0,0,83782,79941
06-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,337,271,66,93.53036735,1,1.025713401,0,0,0,89251,88161
07-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,227,191,36,77.8211157,0,1.010726866,0,0,0,67598,61898
08-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,22,209,170,39,84.12103592,1,0.839905423,0,0,0,73327,66366
09-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,253,211,42,84.94032977,1,1.120061059,1,0,1,65547,71612
10-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,599,470,129,80.12502746,1,0.835603894,1,0,0,99906,106619
11-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,338,230,108,94.2005543,1,0.866780072,0,0,0,89412,92916
12-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,525,348,177,75.66896544,1,1.163364043,0,0,0,110740,108723
13-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,274,212,62,71.79766793,1,1.183106663,0,0,0,80387,75134
14-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,355,249,106,80.68768894,1,0.934523238,0,0,0,90641,84412
15-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,31,355,232,123,70.24448451,0,1.014264025,0,0,1,81013,76966
16-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,530,393,137,92.51900406,1,0.953426956,1,0,0,93625,94546
17-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,452,311,141,70.94461266,1,0.905004116,1,0,0,84747,88384
18-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,26,364,240,124,93.175104,1,0.951839743,0,0,0,92470,95432
19-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,412,337,75,91.94618278,1,1.062471614,0,0,0,98156,93835
20-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,513,346,167,93.69059146,1,0.92690367,0,0,0,110381,120422
21-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,25,342,261,81,89.0823728,1,0.891468301,0,0,1,89584,93846
22-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,324,263,61,78.99562252,1,1.070920275,0,0,0,86819,87762
23-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,23,454,333,121,87.28254423,1,1.140171795,1,0,0,85764,87680
24-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,445,315,130,74.18676226,1,0.941430049,1,0,0,84209,82854
25-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,30,553,411,142,91.93518363,0,1.121933127,0,0,0,103568,98342
26-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,27,469,388,81,80.11227661,1,1.08230362,0,0,0,104286,101281
27-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,24,256,186,70,78.6527125,1,0.84051045,0,0,0,78639,82694
28-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,28,478,312,166,70.91063608,1,0.829322327,0,0,1,104814,94634
29-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,29,510,381,129,71.00172716,1,0.953392449,0,0,0,108660,100316
30-11-2024,Rajiv Gandhi International Airport,Hyderabad,Monsoon,32,339,282,57,94.92019282,1,1.145185619,1,0,0,74646,67868
01-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,22,554,440,114,70.50852705,1,0.994833018,1,1,1,99425,90292
02-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,15,343,278,65,76.17413531,1,1.164329688,0,1,1,94330,101036
03-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,20,598,392,206,82.43915208,1,0.87316917,0,1,0,125306,130409
04-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,14,523,399,124,85.93511531,1,1.095318204,0,1,0,116516,115914
05-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,21,436,340,96,85.46462873,1,0.834317714,0,1,0,106047,97517
06-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,18,453,370,83,86.35574945,1,1.187095982,0,1,0,108141,107959
07-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,20,257,201,56,83.20118623,1,1.089595666,1,1,0,70360,69986
08-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,25,523,374,149,70.26995981,1,0.845307901,1,1,0,96313,90018
09-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,14,215,142,73,81.96754301,1,1.100934071,0,1,1,79318,78268
10-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,24,512,353,159,94.6029721,1,1.109700459,0,1,0,115716,113367
11-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,21,295,204,91,81.07599942,1,1.107989447,0,1,0,88864,90922
12-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,24,581,431,150,77.86085265,1,1.091955647,0,1,0,122991,126314
13-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,21,386,286,100,76.56040204,1,0.993205645,0,1,1,99513,90463
14-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,25,437,351,86,75.26321221,1,0.893449905,1,1,0,87963,85757
15-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,15,288,216,72,85.12678134,1,0.994562014,1,1,0,73556,75407
16-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,16,470,393,77,93.68267248,1,0.854206749,0,1,0,110620,110689
17-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,20,410,297,113,89.86657231,1,0.868307304,0,1,0,103191,110548
18-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,22,472,395,77,92.80636403,1,0.897886239,0,1,0,110808,114324
19-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,17,312,261,51,80.58395068,0,0.976957496,0,1,0,81787,76273
20-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,20,469,366,103,80.85122171,1,1.162232855,0,1,0,109731,100306
21-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,23,264,214,50,91.33489334,1,0.906114036,1,1,1,71466,73501
22-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,18,340,274,66,78.14448859,1,0.963517207,1,1,0,78407,70982
23-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,23,524,353,171,73.08209819,1,0.811894505,0,1,0,115864,117851
24-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,14,237,156,81,72.61407162,1,1.010998378,0,1,0,81396,88562
25-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,25,268,225,43,83.68516015,0,1.05711062,0,1,0,77202,78367
26-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,22,344,253,91,76.86762582,1,0.816234285,0,1,1,94492,92378
27-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,27,369,278,91,77.58202565,1,0.826562141,0,1,1,97534,100329
28-12-2024,Rajiv Gandhi International Airport,Hyderabad,Winter,19,403,304,99,82.05890521,1,0.827204093,1,1,0,84902,84193
